proc_cd,modifier,description,rate,rate_unit,is_by_report,region_type,region_value
73523,26,,31.50,1,False,state,AZ
73523,TC,,98.70,1,False,state,AZ
73525,,,270.90,1,False,state,AZ
73525,26,,58.80,1,False,state,AZ
73525,TC,,212.10,1,False,state,AZ
73551,,,61.60,1,False,state,AZ
73551,26,,16.80,1,False,state,AZ
73551,TC,,44.80,1,False,state,AZ
73552,,,74.90,1,False,state,AZ
73552,26,,18.20,1,False,state,AZ
73552,TC,,56.70,1,False,state,AZ
73560,,,72.10,1,False,state,AZ
73560,26,,16.80,1,False,state,AZ
73560,TC,,55.30,1,False,state,AZ
73562,,,86.10,1,False,state,AZ
73562,26,,18.90,1,False,state,AZ
73562,TC,,67.20,1,False,state,AZ
73564,,,99.40,1,False,state,AZ
73564,26,,23.10,1,False,state,AZ
73564,TC,,76.30,1,False,state,AZ
73565,,,84.00,1,False,state,AZ
73565,26,,16.80,1,False,state,AZ
73565,TC,,67.20,1,False,state,AZ
73580,,,232.40,1,False,state,AZ
73580,26,,63.70,1,False,state,AZ
73580,TC,,168.70,1,False,state,AZ
73590,,,66.50,1,False,state,AZ
73590,26,,16.10,1,False,state,AZ
73590,TC,,50.40,1,False,state,AZ
73592,,,66.50,1,False,state,AZ
73592,26,,16.10,1,False,state,AZ
73592,TC,,50.40,1,False,state,AZ
73600,,,67.90,1,False,state,AZ
73600,26,,16.10,1,False,state,AZ
73600,TC,,51.80,1,False,state,AZ
73610,,,77.00,1,False,state,AZ
73610,26,,17.50,1,False,state,AZ
73610,TC,,59.50,1,False,state,AZ
73615,,,268.80,1,False,state,AZ
73615,26,,56.70,1,False,state,AZ
73615,TC,,212.10,1,False,state,AZ
73620,,,60.20,1,False,state,AZ
73620,26,,15.40,1,False,state,AZ
73620,TC,,44.80,1,False,state,AZ
73630,,,72.10,1,False,state,AZ
73630,26,,16.80,1,False,state,AZ
73630,TC,,55.30,1,False,state,AZ
73650,,,60.20,1,False,state,AZ
73650,26,,16.10,1,False,state,AZ
73650,TC,,44.10,1,False,state,AZ
73660,,,61.60,1,False,state,AZ
73660,26,,13.30,1,False,state,AZ
73660,TC,,48.30,1,False,state,AZ
73700,,,278.60,1,False,state,AZ
73700,26,,98.00,1,False,state,AZ
73700,TC,,180.60,1,False,state,AZ
73701,,,359.10,1,False,state,AZ
73701,26,,114.10,1,False,state,AZ
73701,TC,,245.00,1,False,state,AZ
73702,,,420.70,1,False,state,AZ
73702,26,,119.00,1,False,state,AZ
73702,TC,,301.70,1,False,state,AZ
73706,,,695.80,1,False,state,AZ
73706,26,,184.80,1,False,state,AZ
73706,TC,,511.00,1,False,state,AZ
73718,,,482.30,1,False,state,AZ
73718,26,,132.30,1,False,state,AZ
73718,TC,,350.00,1,False,state,AZ
73719,,,568.40,1,False,state,AZ
73719,26,,158.90,1,False,state,AZ
73719,TC,,409.50,1,False,state,AZ
73720,,,728.00,1,False,state,AZ
73720,26,,210.70,1,False,state,AZ
73720,TC,,517.30,1,False,state,AZ
73721,,,437.50,1,False,state,AZ
73721,26,,133.70,1,False,state,AZ
73721,TC,,303.80,1,False,state,AZ
73722,,,677.60,1,False,state,AZ
73722,26,,159.60,1,False,state,AZ
73722,TC,,518.00,1,False,state,AZ
73723,,,833.00,1,False,state,AZ
73723,26,,211.40,1,False,state,AZ
73723,TC,,621.60,1,False,state,AZ
73725,,,725.20,1,False,state,AZ
73725,26,,176.40,1,False,state,AZ
73725,TC,,548.80,1,False,state,AZ
74018,,,63.70,1,False,state,AZ
74018,26,,18.20,1,False,state,AZ
74018,TC,,45.50,1,False,state,AZ
