proc_cd,modifier,description,rate,rate_unit,is_by_report,region_type,region_value
76872,26,,196.08,1,False,state,AL
76873,,,503.84,1,False,state,AL
76873,26,,179.14,1,False,state,AL
76881,,,224.56,1,False,state,AL
76881,26,,94.79,1,False,state,AL
76882,,,58.16,1,False,state,AL
76882,26,,38.93,1,False,state,AL
76883,,,61.41,1,False,state,AL
76885,,,300.14,1,False,state,AL
76885,26,,130.58,1,False,state,AL
76886,,,300.15,1,False,state,AL
76886,26,,130.58,1,False,state,AL
76932,,,558.59,1,False,state,AL
76932,26,,298.68,1,False,state,AL
76937,,,131.08,1,False,state,AL
76937,26,,47.66,1,False,state,AL
76940,,,306.44,1,False,state,AL
76940,26,,122.57,1,False,state,AL
